Point_ID,Input_1,Input_2,Input_3,Input_4,Input_5,Input_6,Input_7,Input_8,Input_9,Input_10,Input_11,Input_12,Input_13,Input_14,Output
24608,5718.9583,-1.2565,-0.9476,-1.0332,-1.2305,-0.9918,0.9943,-1.2027,-0.7542,-0.8263,-0.5883,-1.1806,-1.0020,-1.1040,1.4759
24609,5719.1667,-1.3137,-1.0073,-1.1479,-1.3975,-1.1088,-2.3513,-1.1460,-0.9228,-0.8838,-0.8414,-1.2938,-1.0575,-1.2153,1.3420
24610,5719.3750,-1.3710,-1.0073,-1.1479,-1.3975,-1.1673,1.2874,-1.2027,-0.9790,-0.8838,-0.2463,-1.1806,-1.1131,-1.2710,1.1491
24611,5719.5833,-1.3710,-1.1266,-1.2053,-1.4531,-1.2259,0.4307,-1.2027,-1.0915,-1.0562,2.9873,-1.1806,-1.1687,-1.2710,0.8979
24612,5719.7917,-1.3137,-1.1266,-1.3200,-1.4531,-1.4014,-1.3156,-1.3160,-1.2039,-1.1711,-0.9701,-1.2372,-1.2798,-1.2710,0.6525
24613,5720.0000,-1.3710,-1.3056,-1.3200,-1.4531,-1.4014,0.0737,-1.2593,-1.2601,-1.3434,-0.2723,-1.2372,-1.2243,-1.3267,0.4350
24614,5720.2083,-1.3710,-1.6039,-1.3774,-1.4531,-1.4600,1.2918,-1.2593,-1.4288,-1.5733,0.0654,-1.2938,-1.3354,-1.3824,0.3857
24615,5720.4167,-1.4282,-1.6039,-1.4348,-1.4531,-1.4014,-1.6651,-1.3726,-1.3725,-1.5733,1.3188,-1.3504,-1.5021,-1.4937,0.3469
24616,5720.6250,-1.4282,-1.4249,-1.4922,-1.4531,-1.4014,-0.0130,-1.4860,-1.4288,-1.5158,-1.4629,-1.4635,-1.5021,-1.4380,0.3702
24617,5720.8333,-1.4282,-1.3652,-1.4348,-1.4531,-1.3429,-0.5897,-1.4860,-1.5412,-1.4583,0.0906,-1.5201,-1.5577,-1.5494,0.4062
24618,5721.0417,-1.4282,-1.4249,-1.4922,-1.4531,-1.3429,-1.4210,-1.5993,-1.5974,-1.4583,0.9190,-1.5201,-1.6132,-1.5494,0.5506
24619,5721.2500,-1.4855,-1.4845,-1.4348,-1.5645,-1.4014,-1.1242,-1.6559,-1.4850,-1.5158,0.7731,-1.5201,-1.5577,-1.3824,0.7491
24620,5721.4583,-1.6000,-1.6635,-1.5495,-1.5645,-1.4600,-0.3200,-1.4860,-1.6536,-1.5733,0.7016,-1.5201,-1.4465,-1.3824,1.1141
24621,5721.6667,-1.6000,-1.4845,-1.3774,-1.5645,-1.4014,-0.5639,-1.3726,-1.3163,-1.4009,-0.6000,-1.5201,-1.3354,-1.3267,1.2419
24622,5721.8750,-1.5427,-1.3056,-1.3200,-1.5645,-1.3429,-0.1817,-1.2593,-1.2039,-1.2285,1.1881,-1.3504,-1.2798,-1.3267,1.3145
24623,5722.0833,-1.5427,-1.1863,-1.2053,-1.5645,-1.1673,-0.4365,-1.2027,-1.0915,-0.9412,-0.5440,-1.4069,-1.2243,-1.2710,1.3292
24624,5722.2917,-1.4282,-1.3056,-1.1479,-1.4531,-1.1673,0.8876,-1.1460,-0.9790,-0.9987,2.1827,-1.2372,-1.1687,-1.2710,1.2756
24625,5722.5000,-1.4282,-1.3652,-1.0905,-1.4531,-1.1088,-0.6997,-1.1460,-0.9228,-0.9987,-0.6682,-1.2372,-1.1687,-1.2153,1.1439
24626,5722.7083,-1.4282,-1.2459,-1.0905,-1.4531,-1.0503,-1.8612,-1.1460,-0.8666,-0.9987,-0.3173,-1.2372,-1.1131,-1.2710,1.0388
24627,5722.9167,-1.4855,-1.1863,-1.0905,-1.4531,-1.0503,0.3448,-1.1460,-0.8666,-0.8838,-1.3629,-1.2372,-1.1131,-1.2710,1.0513
24628,5723.1250,-1.4855,-1.2459,-1.0905,-1.5088,-1.1088,-0.4008,-1.2593,-0.9790,-0.8838,-0.1313,-1.2372,-1.1687,-1.2710,1.0728
24629,5723.3333,-1.5427,-1.2459,-1.2053,-1.5645,-1.2259,-0.1010,-1.2593,-1.0915,-0.9987,-1.3522,-1.2938,-1.2243,-1.2710,1.3087
24630,5723.5417,-1.6573,-1.3056,-1.3774,-1.6201,-1.3429,-0.1201,-1.3160,-1.2039,-1.1136,-0.3814,-1.4069,-1.2798,-1.3824,1.7176
24631,5723.7500,-1.6573,-1.4249,-1.4922,-1.6201,-1.4600,-0.2233,-1.4860,-1.3725,-1.2860,-0.6791,-1.4069,-1.3354,-1.4380,2.0269
24632,5723.9583,-1.7718,-1.4845,-1.5495,-1.7315,-1.5770,-0.1688,-1.5426,-1.5412,-1.4583,-0.4123,-1.5201,-1.5577,-1.5494,2.2352
24633,5724.1667,-1.8290,-1.6635,-1.6643,-1.8428,-1.6356,-0.3765,-1.5426,-1.5974,-1.5733,-0.2982,-1.5201,-1.6132,-1.6051,2.3131
24634,5724.3750,-1.8863,-1.6635,-1.7217,-1.8985,-1.6941,0.5318,-1.5993,-1.5974,-1.6307,-0.0630,-1.5767,-1.6132,-1.6608,2.1399
24635,5724.5833,-1.8863,-1.7232,-1.7791,-1.8985,-1.7526,-0.1643,-1.5993,-1.5974,-1.6882,0.0555,-1.6333,-1.6688,-1.7165,1.8453
24636,5724.7917,-1.9435,-1.7828,-1.7791,-1.8985,-1.8111,-0.6290,-1.6559,-1.7098,-1.6882,0.0762,-1.7465,-1.7244,-1.7721,1.6503
24637,5725.0000,-2.0008,-1.8425,-1.8938,-2.0098,-1.8697,2.4281,-1.7693,-1.7098,-1.7456,0.6169,-1.8031,-1.7244,-1.7721,1.5106
24638,5725.2083,-2.0008,-1.8425,-1.8938,-2.0098,-1.9282,1.4658,-1.8259,-1.7661,-1.8031,2.2105,-1.8597,-1.8355,-1.8835,1.5105
24639,5725.4167,-2.1153,-1.9021,-1.9512,-2.0098,-1.9867,-0.2259,-1.8826,-1.7661,-1.8605,1.3176,-1.9729,-1.8355,-1.8278,1.5065
24640,5725.6250,-2.2298,-1.9021,-2.0659,-2.0098,-2.1038,-1.3055,-1.9392,-1.8785,-1.9180,0.2038,-2.0861,-1.8355,-1.8835,1.5715
24641,5725.8333,-2.3443,-2.0215,-2.1807,-2.0655,-2.1623,0.0610,-1.9959,-1.9909,-2.0329,-1.1365,-2.1427,-1.9467,-1.9392,1.7085
24642,5726.0417,-2.1153,-2.0215,-2.1233,-2.1768,-2.0452,-0.7935,-2.0526,-2.1034,-2.0904,2.3446,-2.1427,-2.0578,-2.0506,2.1083
24643,5726.2500,-2.2298,-2.0215,-2.2381,-2.1768,-2.2208,0.9090,-2.1092,-2.2720,-2.2053,-1.2442,-2.1993,-2.1134,-2.1619,2.5720
24644,5726.4583,-2.3443,-2.0215,-2.2954,-2.3438,-2.2208,-0.4093,-2.1092,-2.2158,-2.2053,0.5453,-2.1993,-2.2245,-2.2733,2.8921
24645,5726.6667,-2.2871,-2.0215,-2.0086,-2.2324,-2.0452,-0.6271,-1.9959,-1.9347,-1.9755,-2.2612,-2.1427,-2.0578,-2.0506,2.6936
24646,5726.8750,-1.9435,-1.9021,-1.7217,-1.8985,-1.7526,1.0769,-1.8826,-1.7661,-1.8605,-1.3208,-1.9729,-1.7800,-1.8278,2.4322
24647,5727.0833,-1.6573,-1.8425,-1.4922,-1.7315,-1.5185,1.8834,-1.7126,-1.5412,-1.6307,-0.9793,-1.9163,-1.5577,-1.6051,2.1406
24648,5727.2917,-1.4282,-1.7828,-1.3774,-1.5088,-1.3429,-0.3162,-1.5993,-1.4288,-1.4583,0.4737,-1.7465,-1.3910,-1.4380,1.9087
24649,5727.5000,-1.2565,-1.6635,-1.1479,-1.3418,-1.1088,-1.1733,-1.5426,-1.2601,-1.3434,-1.2787,-1.5767,-1.2798,-1.2710,1.8138
24650,5727.7083,-1.0274,-1.4845,-0.9758,-1.1191,-0.9332,0.1487,-1.4293,-1.1477,-1.2285,1.4135,-1.5201,-1.1687,-1.2710,1.5301
24651,5727.9167,-0.8557,-1.3056,-0.8610,-0.9521,-0.8747,0.3150,-1.3726,-0.8666,-1.0562,0.2762,-1.4635,-0.9464,-1.0483,1.2970
24652,5728.1250,-0.6839,-1.3056,-0.6889,-0.7851,-0.7577,0.6321,-1.3726,-0.7542,-0.8838,-1.4137,-1.3504,-0.8353,-0.9926,1.2489
24653,5728.3333,-0.6266,-1.2459,-0.6889,-0.7851,-0.6406,-0.8383,-1.2593,-0.7542,-0.8263,0.6582,-1.3504,-0.8353,-0.8812,1.3207
24654,5728.5417,-0.6839,-1.2459,-0.7463,-0.8408,-0.7577,1.5239,-1.2593,-0.7542,-0.8263,0.1659,-1.3504,-0.7241,-0.8812,1.5696
24655,5728.7500,-0.7411,-1.3056,-0.8036,-0.8408,-0.8162,-0.0400,-1.3726,-0.9228,-1.0562,0.7060,-1.5201,-0.9464,-0.9926,2.1030
24656,5728.9583,-0.9129,-1.4249,-1.0332,-0.9521,-0.9918,-0.4631,-1.4860,-1.1477,-1.2860,-0.5156,-1.6333,-1.2243,-1.1040,2.1567
24657,5729.1667,-1.0274,-1.4249,-1.0905,-0.9521,-1.1088,-0.7436,-1.6559,-1.1477,-1.2860,-1.0354,-1.5767,-1.1687,-1.0483,1.9717
24658,5729.3750,-1.0847,-1.3652,-1.1479,-0.9521,-1.1673,0.1114,-1.4860,-1.1477,-1.2860,-1.5782,-1.5201,-1.1687,-1.1040,1.7396
24659,5729.5833,-1.0274,-1.3056,-1.0332,-1.0078,-1.1673,-1.7951,-1.3726,-1.0915,-1.1711,-0.1933,-1.4635,-1.0575,-1.1040,1.2234
24660,5729.7917,-0.9702,-1.3056,-0.9758,-0.8965,-1.1088,0.8014,-1.2593,-0.9790,-1.2285,0.3544,-1.3504,-0.9464,-1.0483,0.8614
24661,5730.0000,-1.0274,-1.0669,-0.9758,-0.8965,-1.0503,-1.0095,-1.1460,-0.9790,-1.2285,0.3329,-1.2372,-0.8353,-0.9926,0.5537
24662,5730.2083,-0.9129,-1.0073,-0.9758,-0.7851,-1.0503,-0.6965,-0.9760,-0.9790,-1.2285,1.3977,-1.1240,-0.8353,-0.9369,0.4372
24663,5730.4167,-0.9129,-1.0073,-0.9184,-0.7851,-1.0503,-0.5141,-0.9760,-0.8666,-1.1711,0.0045,-1.0108,-0.7797,-0.8255,0.3623
24664,5730.6250,-0.9129,-1.0669,-1.0332,-0.6738,-1.0503,0.8085,-0.9760,-0.7542,-1.0562,0.5593,-0.9542,-0.7797,-0.8812,0.3481
24665,5730.8333,-0.9129,-1.0669,-1.0332,-0.6738,-1.0503,-1.0246,-0.9760,-0.8104,-0.9987,-0.6344,-0.9542,-0.7241,-0.8812,0.4907
24666,5731.0417,-0.9129,-1.0073,-1.0332,-0.7295,-1.0503,-1.7529,-0.9760,-0.8104,-0.9987,-0.8856,-0.9542,-0.6685,-0.8812,0.8612
24667,5731.2500,-0.9129,-1.0073,-0.9758,-0.6738,-0.9918,0.9483,-0.9194,-0.8104,-0.9987,-0.2546,-1.0108,-0.7241,-0.8812,1.3315
24668,5731.4583,-0.7984,-1.0073,-0.9758,-0.6181,-0.9332,1.1154,-0.9194,-0.8104,-0.8838,1.2107,-0.9542,-0.7241,-0.8812,1.7072
24669,5731.6667,-0.7411,-0.8880,-0.8610,-0.6181,-0.8747,-0.2012,-0.8060,-0.7542,-0.8263,-2.2451,-0.8410,-0.7241,-0.8812,1.6148
24670,5731.8750,-0.6266,-0.7687,-0.6889,-0.5068,-0.6991,0.1000,-0.6361,-0.6417,-0.7689,-0.0773,-0.6712,-0.6130,-0.7699,1.4768
24671,5732.0833,-0.5121,-0.5300,-0.4594,-0.5068,-0.4650,-0.7072,-0.5794,-0.4169,-0.4241,-0.0784,-0.5014,-0.5018,-0.6585,1.3341
24672,5732.2917,-0.3404,-0.3511,-0.2873,-0.3955,-0.2895,-1.0350,-0.5227,-0.1358,-0.1368,-0.0313,-0.3883,-0.3351,-0.5471,1.1469
24673,5732.5000,-0.2258,-0.1124,-0.1725,-0.1728,-0.1724,-0.3011,-0.4661,0.0891,-0.0219,-1.2543,-0.4449,-0.1684,-0.4358,1.0059
24674,5732.7083,-0.1113,-0.0528,0.0570,-0.1171,0.0617,-0.3664,-0.3528,0.2015,0.0930,0.1851,-0.2751,-0.0573,-0.3244,0.8179
24675,5732.9167,0.0032,0.1859,0.1144,-0.1171,0.1787,0.1141,-0.1261,0.2015,0.2079,-0.7901,-0.2751,0.0539,-0.1017,0.6831
24676,5733.1250,-0.1113,0.2455,0.1144,-0.1171,0.1787,0.5976,-0.0128,0.2015,0.2653,0.4761,-0.1619,0.2206,0.0097,0.6940
24677,5733.3333,-0.1686,0.2455,0.1718,-0.2841,0.1787,0.0155,-0.0128,0.3140,0.2653,-1.9631,-0.1053,0.2761,0.0097,0.8411
24678,5733.5417,-0.1686,0.1262,0.1144,-0.2841,0.1202,1.3516,-0.0695,0.2577,0.2079,0.6435,-0.1053,0.1650,-0.0460,1.1540
24679,5733.7500,-0.1686,-0.1124,0.0570,-0.2841,0.1202,-0.6704,-0.2394,0.0891,0.0355,-0.4538,-0.3317,0.0539,-0.1017,1.4194
24680,5733.9583,-0.2258,-0.1721,-0.0577,-0.2841,0.0032,-1.2544,-0.3528,0.0329,-0.1943,0.8093,-0.4449,-0.0017,-0.2130,1.4306
24681,5734.1667,-0.3404,-0.0528,-0.1151,-0.5068,-0.0554,-0.1054,-0.2394,-0.0796,-0.2518,0.7308,-0.5014,-0.0573,-0.3244,1.2491
24682,5734.3750,-0.3404,-0.1721,-0.1725,-0.4511,-0.1724,-0.7510,-0.2961,-0.0233,-0.1368,-0.1610,-0.4449,-0.2240,-0.4358,0.9118
24683,5734.5833,-0.3976,-0.1721,-0.1725,-0.5625,-0.2309,-0.0822,-0.3528,-0.0796,-0.0794,0.1202,-0.3883,-0.2240,-0.5471,0.5252
24684,5734.7917,-0.4549,-0.1124,-0.2299,-0.6181,-0.2309,1.1070,-0.5227,-0.0796,-0.1368,-0.8322,-0.3883,-0.2240,-0.6028,0.1222
24685,5735.0000,-0.6266,-0.1124,-0.2873,-0.6181,-0.3480,-1.9025,-0.5227,-0.0796,-0.1368,0.2129,-0.5014,-0.1684,-0.3801,-0.0711
24686,5735.2083,-0.5694,-0.1124,-0.2873,-0.6181,-0.3480,0.0353,-0.5227,-0.1920,-0.1368,-1.0245,-0.5014,-0.3907,-0.6028,-0.1381
24687,5735.4167,-0.6266,-0.1721,-0.4020,-0.6181,-0.4065,0.9998,-0.5794,-0.2482,-0.2518,0.5871,-0.5580,-0.5018,-0.8812,-0.1469
24688,5735.6250,-0.7411,-0.2317,-0.4594,-0.6738,-0.4650,0.4064,-0.6927,-0.3044,-0.3092,-0.8911,-0.5580,-0.6685,-1.1040,-0.1075
24689,5735.8333,-0.7984,-0.5300,-0.5168,-0.7295,-0.5236,1.1473,-0.8060,-0.3606,-0.3092,0.1395,-0.6712,-0.7797,-1.1040,0.0839
24690,5736.0417,-0.7984,-0.6493,-0.5741,-1.0078,-0.5236,0.1627,-0.8627,-0.5855,-0.4241,0.0107,-0.6712,-0.8353,-1.1596,0.4740
24691,5736.2500,-0.8557,-0.7687,-0.6889,-1.0078,-0.5236,-0.9439,-0.9194,-0.7542,-0.4816,0.2984,-0.7278,-1.1131,-1.2710,1.1060
24692,5736.4583,-0.9129,-0.7090,-0.7463,-0.9521,-0.6991,-0.3757,-0.8627,-0.9228,-0.7114,0.0313,-0.8410,-0.9464,-1.1040,1.3094
24693,5736.6667,-0.8557,-0.5300,-0.6315,-0.9521,-0.5236,-0.6006,-0.7494,-0.5855,-0.4816,-0.7670,-0.7278,-0.8353,-0.9926,1.0779
24694,5736.8750,-0.6839,-0.4107,-0.3446,-0.7295,-0.2895,0.3692,-0.5227,-0.2482,-0.0794,1.0057,-0.5580,-0.5018,-0.6585,0.7826
24695,5737.0833,-0.3976,-0.3511,-0.2299,-0.6181,-0.2309,0.7662,-0.4094,-0.1920,-0.0219,0.1894,-0.4449,-0.2240,-0.4358,0.4903
24696,5737.2917,-0.1686,-0.3511,-0.1725,-0.4511,-0.1724,0.5354,-0.2394,-0.1920,-0.0219,-0.9044,-0.3317,-0.2240,-0.3801,0.3800
24697,5737.5000,0.0032,-0.3511,0.0570,-0.2285,-0.0554,0.0399,-0.2394,-0.0796,-0.1943,1.3252,-0.2751,-0.0573,-0.2687,0.2126
24698,5737.7083,0.1177,-0.4107,0.2291,-0.1171,0.1787,-1.0011,-0.1828,0.0329,-0.2518,-0.5104,-0.2185,-0.0017,-0.1574,0.1311
24699,5737.9167,0.1750,-0.4107,0.3439,-0.1171,0.3543,-0.8967,-0.1261,0.1453,-0.1368,0.3795,-0.2185,0.1650,0.0097,-0.0011
24700,5738.1250,0.1750,-0.4704,0.3439,-0.1171,0.3543,0.1442,-0.1261,0.1453,-0.0794,1.0298,-0.1619,0.1650,0.0097,-0.0163
24701,5738.3333,0.1750,-0.4704,0.3439,-0.0058,0.4128,0.0543,-0.0128,0.1453,-0.1943,2.2152,-0.2751,0.2206,0.0097,0.0445
24702,5738.5417,0.1750,-0.6493,0.3439,-0.1171,0.3543,-2.7613,-0.2961,0.0329,-0.3092,1.2996,-0.4449,0.0539,-0.1574,0.2839
24703,5738.7500,-0.1113,-0.7687,0.1144,-0.3955,0.0617,-0.1766,-0.5794,-0.3044,-0.4816,-2.5318,-0.6712,-0.2240,-0.3244,0.7912
24704,5738.9583,-0.2831,-0.8880,-0.0004,-0.4511,-0.0554,-1.2255,-0.9760,-0.4169,-0.5965,0.4201,-0.8976,-0.3351,-0.4358,0.9532
24705,5739.1667,-0.5694,-1.0073,-0.2299,-0.7295,-0.2895,0.0548,-1.0893,-0.4731,-0.6540,0.0512,-1.0108,-0.3907,-0.4914,0.8932
24706,5739.3750,-0.4549,-1.0073,-0.2873,-0.7851,-0.2895,1.1841,-1.3160,-0.5855,-0.6540,-0.2437,-1.2372,-0.5018,-0.6028,0.7198
24707,5739.5833,-0.5121,-0.8880,-0.3446,-0.8408,-0.3480,-0.3347,-1.3726,-0.6417,-0.7114,0.4046,-1.2938,-0.5574,-0.6585,0.3859
24708,5739.7917,-0.6266,-0.8283,-0.4020,-0.8408,-0.4650,-0.1752,-1.3726,-0.6417,-0.8263,0.0862,-1.4635,-0.6685,-0.9369,0.0510
24709,5740.0000,-0.6839,-0.7687,-0.4594,-1.0078,-0.4650,-1.1965,-1.4860,-0.6417,-0.8263,0.8239,-1.4635,-0.6685,-0.7699,-0.1568
24710,5740.2083,-0.7411,-0.8283,-0.5168,-1.0078,-0.5236,-0.5191,-1.3726,-0.6417,-0.7689,1.6001,-1.4635,-0.7241,-0.9369,-0.1833
24711,5740.4167,-0.8557,-0.8283,-0.5741,-1.0078,-0.5821,0.2098,-1.3726,-0.6417,-0.7689,1.1828,-1.4635,-0.7241,-0.9369,-0.1736
24712,5740.6250,-0.8557,-0.8283,-0.5741,-1.0635,-0.5821,0.5595,-1.2593,-0.7542,-0.7689,0.3226,-1.3504,-0.7241,-0.9369,-0.1323
24713,5740.8333,-0.8557,-0.8283,-0.6315,-1.0635,-0.5821,0.1979,-1.2027,-0.7542,-0.7689,0.5171,-1.3504,-0.7797,-0.9369,0.1343
24714,5741.0417,-0.8557,-0.8283,-0.6889,-0.8408,-0.6406,0.8200,-1.1460,-0.7542,-0.7689,-1.6652,-1.2372,-0.7797,-0.9369,0.5115
24715,5741.2500,-0.8557,-0.8880,-0.7463,-1.0078,-0.7577,-0.2527,-1.0893,-0.6979,-0.7689,0.1959,-1.2372,-0.7797,-0.8812,1.1774
24716,5741.4583,-0.9129,-0.8283,-0.6889,-1.0078,-0.7577,-0.5169,-1.0893,-0.6979,-0.7114,0.1969,-1.0674,-0.7241,-0.8255,1.4575
24717,5741.6667,-0.7984,-0.7090,-0.6889,-0.7851,-0.7577,-0.2822,-0.9760,-0.6979,-0.7114,-1.4746,-1.0108,-0.7241,-0.7699,1.1227
24718,5741.8750,-0.5121,-0.7090,-0.5168,-0.3955,-0.5236,0.4899,-0.7494,-0.5855,-0.6540,-1.5022,-0.8976,-0.4463,-0.4914,0.8575
24719,5742.0833,-0.2831,-0.5300,-0.2299,-0.1728,-0.2309,-1.3818,-0.5794,-0.3606,-0.5390,-0.1152,-0.7844,-0.2240,-0.2130,0.5831
24720,5742.2917,0.0032,-0.4107,0.1144,-0.0058,0.1787,1.6813,-0.5227,0.0329,-0.2518,1.2891,-0.7278,0.0539,0.0097,0.5075
24721,5742.5000,0.1750,-0.3511,0.2865,-0.0615,0.3543,-0.5498,-0.4094,0.2577,0.1504,-0.3757,-0.5014,0.2761,0.0654,0.3680
24722,5742.7083,0.0604,-0.0528,0.4013,-0.0615,0.4128,-1.7255,-0.2394,0.3702,0.3228,-0.3723,-0.3317,0.2761,0.1767,0.3140
24723,5742.9167,0.0032,0.1859,0.4586,-0.1171,0.5299,-0.8434,-0.2961,0.5388,0.4952,-0.6653,-0.3317,0.3873,0.2324,0.3063
24724,5743.1250,-0.1113,0.1859,0.4586,-0.2841,0.4714,-0.2811,-0.4094,0.4826,0.4377,0.2767,-0.5014,0.3873,0.0654,0.3411
24725,5743.3333,-0.1686,-0.1124,0.2865,-0.3955,0.2958,-0.7747,-0.2394,0.3702,0.4952,0.4129,-0.2751,0.2206,0.0097,0.5546
24726,5743.5417,-0.3404,-0.1721,0.1144,-0.6738,0.1202,-0.1513,-0.3528,0.2577,0.2653,-0.4198,-0.3883,-0.0017,-0.3244,0.9876
24727,5743.7500,-0.4549,-0.3511,-0.0577,-0.8408,0.0032,-0.1911,-0.4661,0.0329,0.0930,0.7066,-0.5014,-0.2796,-0.6028,1.5037
24728,5743.9583,-0.5694,-0.5897,-0.2299,-0.8965,-0.1139,0.2332,-0.6927,-0.1358,-0.0794,1.7776,-0.6146,-0.5574,-0.7142,1.6111
24729,5744.1667,-0.6839,-0.7090,-0.4020,-0.8965,-0.3480,-0.3151,-0.7494,-0.3606,-0.3092,-3.7695,-0.7278,-0.6685,-0.7699,1.5833
24730,5744.3750,-0.7411,-0.7687,-0.5168,-0.9521,-0.4065,-1.2130,-0.8060,-0.5293,-0.4816,-1.3878,-0.7844,-0.7241,-0.7699,1.3595
24731,5744.5833,-0.8557,-0.8283,-0.6315,-1.0078,-0.5236,0.1370,-0.8627,-0.7542,-0.7114,1.2146,-0.8410,-0.7241,-0.8255,1.0674
24732,5744.7917,-0.9702,-0.8283,-0.7463,-1.0635,-0.6991,0.3456,-0.9194,-0.7542,-0.8263,0.9835,-0.8976,-0.7241,-0.9369,0.7169
24733,5745.0000,-1.0847,-0.8283,-0.8610,-1.1191,-0.8747,-1.0351,-0.9760,-0.8666,-0.8263,-1.1833,-0.9542,-0.8353,-0.9369,0.5152
24734,5745.2083,-1.0847,-0.9476,-0.9758,-1.1191,-0.8747,-0.3339,-0.9760,-0.8666,-0.8838,-1.2302,-0.9542,-0.9464,-1.0483,0.5254
24735,5745.4167,-1.1419,-1.0073,-1.0332,-1.1191,-0.9918,0.7658,-1.0893,-0.9790,-0.9412,-0.2040,-1.0108,-0.9464,-1.0483,0.5373
24736,5745.6250,-1.1992,-1.1266,-1.0905,-1.2305,-1.1088,-0.9662,-1.1460,-0.9790,-1.0562,0.0151,-1.1240,-1.0575,-1.0483,0.6366
24737,5745.8333,-1.2565,-1.1266,-1.1479,-1.2305,-1.1088,0.7849,-1.2027,-1.0915,-1.1711,1.5796,-1.2372,-1.0575,-1.1596,0.8379
24738,5746.0417,-1.3137,-1.1863,-1.2053,-1.2305,-1.2844,0.1662,-1.2593,-1.1477,-1.2285,-0.3537,-1.2938,-1.1687,-1.1596,1.2671
24739,5746.2500,-1.4855,-1.2459,-1.3200,-1.2861,-1.4600,0.7283,-1.2593,-1.1477,-1.2285,-0.5459,-1.2938,-1.1687,-1.1596,1.9038
24740,5746.4583,-1.3710,-1.2459,-1.3200,-1.3418,-1.3429,0.4253,-1.3160,-1.2601,-1.2860,-1.1763,-1.3504,-1.2243,-1.2153,2.2042
24741,5746.6667,-1.2565,-1.2459,-1.2053,-1.3418,-1.2259,-1.3059,-1.3160,-1.0915,-1.1711,-0.7945,-1.3504,-1.1687,-1.1596,2.0087
24742,5746.8750,-1.1992,-1.2459,-1.0332,-1.2861,-0.9918,1.0011,-1.2593,-0.9228,-0.9987,2.1985,-1.2938,-1.1131,-1.1040,1.8211
24743,5747.0833,-1.0847,-1.2459,-0.8610,-1.1748,-0.8747,1.4111,-1.2593,-0.8104,-0.8838,0.9278,-1.2372,-1.0020,-1.0483,1.6425
24744,5747.2917,-1.0274,-1.1266,-0.7463,-1.1748,-0.7577,0.6008,-1.2027,-0.7542,-0.8263,0.4920,-1.1806,-0.8353,-0.9926,1.4256
24745,5747.5000,-0.9129,-1.1266,-0.6315,-1.0635,-0.5821,0.5427,-1.1460,-0.6417,-0.7114,0.4323,-1.1240,-0.7797,-0.8255,1.2556
24746,5747.7083,-0.8557,-1.1266,-0.5741,-0.9521,-0.5821,0.9672,-1.0893,-0.5293,-0.6540,-0.6874,-1.0674,-0.6685,-0.7699,1.0715
24747,5747.9167,-0.6839,-1.1266,-0.4020,-0.8408,-0.4065,0.4960,-1.0893,-0.4169,-0.5390,1.0808,-1.0108,-0.6130,-0.7142,0.9035
24748,5748.1250,-0.6266,-1.0669,-0.3446,-0.7851,-0.4065,2.4098,-1.0327,-0.4169,-0.4816,-1.4421,-1.1240,-0.6130,-0.7142,0.7864
24749,5748.3333,-0.6266,-1.0669,-0.3446,-0.7851,-0.4065,1.5835,-1.0327,-0.4169,-0.4816,0.1065,-1.1240,-0.6130,-0.7699,0.8381
24750,5748.5417,-0.6839,-1.0669,-0.5168,-0.7851,-0.4650,-0.2335,-1.1460,-0.5855,-0.5965,0.5041,-1.1806,-0.7241,-0.8255,1.1285
24751,5748.7500,-0.8557,-1.1863,-0.7463,-1.0078,-0.7577,0.6433,-1.2593,-0.6979,-0.7689,1.4765,-1.2372,-1.0020,-0.9926,1.5813
24752,5748.9583,-1.1419,-1.2459,-1.0332,-1.0635,-0.9918,-0.7266,-1.3160,-1.0352,-0.9412,-0.3370,-1.3504,-1.0575,-1.0483,1.7158
24753,5749.1667,-1.1419,-1.2459,-1.1479,-1.2305,-1.1088,0.4045,-1.3726,-1.2039,-1.1711,0.6808,-1.4069,-1.1687,-1.1596,1.6759
24754,5749.3750,-1.1992,-1.2459,-1.2627,-1.1748,-1.2259,1.0342,-1.4293,-1.2601,-1.2860,0.0044,-1.4069,-1.2798,-1.2710,1.5617
24755,5749.5833,-1.1992,-1.3056,-1.3774,-1.2861,-1.2844,0.7261,-1.4293,-1.3725,-1.2860,1.2568,-1.4069,-1.2798,-1.2710,1.3073
24756,5749.7917,-1.4282,-1.3652,-1.5495,-1.2861,-1.4600,-0.0393,-1.4293,-1.4288,-1.4583,-0.0612,-1.4635,-1.3910,-1.3267,0.9990
24757,5750.0000,-1.4855,-1.4249,-1.6069,-1.4531,-1.6356,0.2805,-1.4860,-1.4288,-1.5158,1.1546,-1.5201,-1.4465,-1.3267,0.8309
24758,5750.2083,-1.7145,-1.4845,-1.7217,-1.5645,-1.8111,-2.4500,-1.4860,-1.4850,-1.6882,-0.4716,-1.5201,-1.5577,-1.4937,0.8064
24759,5750.4167,-1.8290,-1.4845,-1.8364,-1.7315,-1.8697,-1.4394,-1.5426,-1.7098,-1.7456,-1.9411,-1.5767,-1.6132,-1.6051,0.7815
24760,5750.6250,-1.8290,-1.5442,-1.9512,-1.6758,-1.8111,2.4132,-1.5993,-1.9909,-1.8031,-1.3672,-1.6333,-1.6688,-1.7721,0.8523
24761,5750.8333,-1.8863,-1.6039,-1.8364,-1.6758,-1.6941,-1.0823,-1.5993,-2.0471,-1.8605,0.9271,-1.6899,-1.6688,-1.8835,0.9449
