@relation regression-input-weka.filters.unsupervised.attribute.Remove-R1

@attribute Input_1 numeric
@attribute Input_2 numeric
@attribute Input_3 numeric
@attribute Input_4 numeric
@attribute Input_5 numeric
@attribute Input_6 numeric
@attribute Input_7 numeric
@attribute Input_8 numeric
@attribute Input_9 numeric
@attribute Input_10 numeric
@attribute Input_11 numeric
@attribute Input_12 numeric
@attribute Input_13 numeric
@attribute Input_14 numeric
@attribute Output numeric

@data
5599.7917,-1.1992,-1.6635,-1.4348,-1.1748,-1.3429,0.3318,-1.4293,-1.6536,-1.7456,-0.062,-1.2372,-1.5021,-1.438,0.5177
5600,-1.1992,-1.5442,-1.5495,-1.2305,-1.46,-0.1357,-1.2593,-1.7098,-1.7456,0.2833,-1.2372,-1.4465,-1.3824,0.3184
5600.2083,-1.2565,-1.4845,-1.4922,-1.1191,-1.46,0.6325,-1.2593,-1.6536,-1.5733,-0.8516,-1.1806,-1.5021,-1.3824,0.2744
5600.4167,-1.2565,-1.4249,-1.4922,-1.2305,-1.4014,-0.5143,-1.2027,-1.6536,-1.5158,0.0044,-1.2938,-1.5021,-1.3824,0.2918
5600.625,-1.2565,-1.4249,-1.3774,-1.2305,-1.3429,0.4699,-1.146,-1.485,-1.4583,0.408,-1.3504,-1.391,-1.3824,0.3521
5600.8333,-1.2565,-1.4249,-1.32,-1.2305,-1.2844,0.8408,-1.2593,-1.485,-1.4583,0.5782,-1.4069,-1.391,-1.3824,0.489
5601.0417,-1.2565,-1.4249,-1.2627,-1.1748,-1.2259,0.9941,-1.2593,-1.4288,-1.4583,0.2586,-1.3504,-1.3354,-1.271,0.8371
5601.25,-1.2565,-1.4845,-1.2627,-1.2861,-1.2844,0.2519,-1.146,-1.4288,-1.4009,-0.5368,-1.2938,-1.3354,-1.271,1.5004
5601.4583,-1.371,-1.4249,-1.32,-1.3975,-1.3429,0.756,-1.146,-1.3725,-1.5158,-0.3586,-1.2938,-1.391,-1.3824,1.8646
5601.6667,-1.4282,-1.3056,-1.4348,-1.2861,-1.46,-0.2905,-1.2027,-1.3163,-1.5733,0.9769,-1.2938,-1.3354,-1.3824,1.751
5601.875,-1.3137,-1.3056,-1.2053,-1.2861,-1.2259,1.5099,-1.2027,-1.2601,-1.4009,0.3941,-1.2372,-1.2243,-1.271,1.6498
5602.0833,-1.2565,-1.2459,-1.0332,-1.2861,-0.9918,0.2754,-1.146,-1.1477,-1.286,-2.6362,-1.1806,-1.2243,-1.271,1.6068
5602.2917,-1.2565,-1.0669,-0.9184,-1.2861,-0.9332,-1.3979,-1.0327,-0.9228,-0.9987,-0.1889,-1.0674,-1.1687,-1.271,1.5504
5602.5,-1.1992,-1.0073,-0.9184,-1.1748,-0.9332,0.5417,-0.976,-0.8104,-0.8838,0.4677,-0.9542,-1.1131,-1.2153,1.4376
5602.7083,-1.1419,-1.0073,-0.861,-1.2861,-0.8747,0.5072,-0.976,-0.8666,-0.8838,-0.518,-1.0108,-1.002,-1.2153,1.3981
5602.9167,-1.2565,-1.1863,-0.9758,-1.2861,-0.9918,0.5375,-1.0327,-0.9228,-0.9412,-0.1374,-1.0108,-1.1131,-1.271,1.3336
5603.125,-1.371,-1.0669,-0.9758,-1.2861,-1.0503,-0.1966,-1.0893,-0.9228,-1.0562,0.3599,-1.0674,-1.2798,-1.2153,1.4
5603.3333,-1.3137,-1.3056,-1.0332,-1.2861,-0.9918,0.2115,-1.2027,-1.0915,-1.0562,-0.0126,-1.1806,-1.1687,-1.1596,1.6582
5603.5417,-1.4282,-1.3652,-1.1479,-1.4531,-1.1673,-0.051,-1.2593,-1.0352,-1.1711,-1.2572,-1.4069,-1.2243,-1.271,2.1115
5603.75,-1.5427,-1.3652,-1.2627,-1.5645,-1.2844,-0.0551,-1.3726,-1.2601,-1.4009,0.4954,-1.5201,-1.3354,-1.3267,2.4909
5603.9583,-1.6,-1.3652,-1.32,-1.6201,-1.3429,0.6772,-1.486,-1.3163,-1.5158,0.1096,-1.5201,-1.391,-1.438,2.5415
5604.1667,-1.6573,-1.4249,-1.3774,-1.7315,-1.46,-0.9503,-1.486,-1.3163,-1.5158,-0.9106,-1.5767,-1.4465,-1.5494,2.5454
5604.375,-1.7145,-1.4845,-1.4922,-1.7871,-1.5185,0.591,-1.5426,-1.3725,-1.4583,0.7071,-1.6333,-1.5021,-1.5494,2.3246
5604.5833,-1.829,-1.4845,-1.6069,-1.8985,-1.577,-0.7894,-1.5993,-1.485,-1.5158,2.039,-1.6899,-1.6132,-1.6051,2.007
5604.7917,-1.829,-1.7232,-1.6643,-1.9541,-1.6356,-0.2769,-1.6559,-1.5974,-1.6307,0.4835,-1.8031,-1.6688,-1.7165,1.6934
5605,-1.8863,-1.7828,-1.7217,-1.9541,-1.6941,0.5979,-1.7693,-1.7098,-1.6882,-0.3927,-1.8597,-1.78,-1.8278,1.5167
5605.2083,-1.9435,-1.8425,-1.7791,-2.0098,-1.7526,0.0107,-1.8259,-1.7098,-1.7456,-0.8463,-1.9729,-1.8911,-1.9392,1.5197
5605.4167,-1.9435,-1.9021,-1.8364,-2.0655,-1.8111,1.5096,-1.8826,-1.7661,-1.8605,0.8947,-2.0861,-2.0022,-1.9949,1.5385
5605.625,-2.0008,-1.9021,-1.8364,-2.0655,-1.8697,0.8451,-1.9959,-1.8223,-1.8605,-0.827,-2.1427,-2.0022,-2.0506,1.615
5605.8333,-2.058,-2.0215,-2.0086,-2.0655,-1.9282,0.7314,-2.0526,-1.9347,-1.918,-1.5039,-2.2559,-2.1134,-2.1062,1.8724
5606.0417,-2.1153,-2.0215,-2.0659,-2.0655,-1.9867,-0.6632,-2.1092,-2.1034,-2.0329,-0.5084,-2.3124,-2.169,-2.1062,2.2248
5606.25,-2.1153,-2.1408,-2.1807,-2.1768,-2.0452,0.6547,-2.1092,-2.1596,-2.1478,-1.1069,-2.369,-2.169,-2.2733,2.833
5606.4583,-2.1153,-2.1408,-2.2381,-2.2881,-2.1038,1.8829,-2.1659,-2.3282,-2.2053,-0.373,-2.369,-2.2245,-2.329,3.1083
5606.6667,-1.9435,-2.1408,-2.1233,-2.2324,-1.9867,-0.5404,-2.1092,-2.272,-2.2053,0.7009,-2.3124,-2.2245,-2.2733,2.8144
5606.875,-1.829,-2.0811,-1.7791,-1.9541,-1.7526,0.4194,-2.0526,-1.9347,-1.918,0.3828,-2.1993,-2.0022,-1.9392,2.4726
5607.0833,-1.6573,-1.9021,-1.5495,-1.6758,-1.5185,0.2308,-1.9959,-1.7661,-1.8605,2.3042,-2.0861,-1.8355,-1.6608,2.17
5607.2917,-1.6,-1.9021,-1.3774,-1.6201,-1.4014,0.8007,-1.8826,-1.485,-1.6882,-1.3192,-1.9729,-1.6132,-1.5494,1.9377
5607.5,-1.4282,-1.8425,-1.2627,-1.5088,-1.2844,-0.5433,-1.7693,-1.3163,-1.4009,-1.7535,-1.9163,-1.4465,-1.438,1.7059
5607.7083,-1.3137,-1.6635,-1.1479,-1.2305,-1.1088,0.0699,-1.5993,-1.1477,-1.286,-0.3933,-1.8597,-1.2243,-1.271,1.695
5607.9167,-1.1992,-1.5442,-0.9758,-1.2305,-0.9332,0.0896,-1.486,-1.0352,-1.1711,-1.0607,-1.6899,-1.2243,-1.271,1.6613
5608.125,-1.1419,-1.4249,-0.9184,-1.1748,-0.9332,1.3069,-1.3726,-0.9228,-0.9987,-0.6067,-1.5767,-1.1687,-1.271,1.6821
5608.3333,-1.0274,-1.4249,-0.9184,-1.1191,-0.8747,-0.2489,-1.3726,-0.979,-0.9987,2.2417,-1.5201,-1.1687,-1.271,1.7786
5608.5417,-0.9702,-1.4249,-0.861,-1.1748,-0.8162,-1.6174,-1.486,-1.0352,-1.1136,1.134,-1.5767,-1.1687,-1.271,2.0079
5608.75,-1.1419,-1.3056,-1.1479,-1.1748,-1.2259,-0.656,-1.4293,-1.1477,-1.286,1.2365,-1.5767,-1.2243,-1.3267,1.9907
5608.9583,-1.0847,-1.3056,-1.3774,-1.2305,-1.3429,2.322,-1.4293,-1.3163,-1.5158,0.4222,-1.5767,-1.2798,-1.3267,1.9194
5609.1667,-1.1992,-1.3652,-1.4348,-1.2861,-1.3429,-1.5539,-1.4293,-1.7098,-1.6882,-0.441,-1.5767,-1.3354,-1.438,1.84
5609.375,-1.1992,-1.4249,-1.4348,-1.2861,-1.3429,-0.5755,-1.4293,-1.6536,-1.7456,-0.9535,-1.6333,-1.5021,-1.5494,1.6367
5609.5833,-1.2565,-1.4845,-1.32,-1.3418,-1.1088,-1.9217,-1.486,-1.7098,-1.6882,-0.027,-1.6333,-1.5577,-1.7165,1.3962
5609.7917,-1.2565,-1.6039,-1.2627,-1.2861,-1.1673,0.5126,-1.486,-1.5412,-1.5158,0.6722,-1.6333,-1.6132,-1.7165,1.1389
5610,-1.2565,-1.6039,-1.2627,-1.2305,-1.2259,-0.1082,-1.7126,-1.5974,-1.5733,0.074,-1.6333,-1.6132,-1.8278,0.9473
5610.2083,-0.9702,-1.5442,-1.2053,-1.0635,-1.1673,-1.2638,-1.7693,-1.6536,-1.4583,0.5994,-1.7465,-1.7244,-1.8278,0.8324
5610.4167,-1.0847,-1.3652,-1.2627,-1.0078,-1.2844,0.8785,-1.7126,-1.5412,-1.3434,0.5375,-1.7465,-1.6688,-1.8835,0.8194
5610.625,-1.0847,-1.3056,-1.2053,-1.0078,-1.1673,-0.0864,-1.7693,-1.2601,-1.286,1.08,-1.8597,-1.6688,-1.8835,0.8396
5610.8333,-1.1992,-1.2459,-1.2627,-1.0078,-1.3429,0.5257,-1.7693,-1.1477,-1.286,-1.4957,-1.6899,-1.5577,-1.8835,0.9565
5611.0417,-1.1419,-1.2459,-1.2053,-0.9521,-1.2259,-0.3118,-1.8259,-1.2601,-1.3434,0.0443,-1.6899,-1.5577,-1.9392,1.1066
5611.25,-0.9702,-1.1266,-1.1479,-0.9521,-1.1673,-0.096,-1.8826,-1.2601,-1.286,-1.1985,-1.6899,-1.5577,-1.9392,1.3761
5611.4583,-0.9702,-1.2459,-1.2053,-0.9521,-1.2259,1.1682,-1.7693,-1.0915,-1.286,2.1101,-1.6899,-1.5577,-1.438,1.605
5611.6667,-0.9129,-1.0669,-1.0905,-0.8965,-1.1088,0.7466,-1.7126,-0.979,-1.1136,0.4367,-1.5767,-1.5021,-1.5494,1.6367
5611.875,-0.6839,-0.8283,-0.8036,-0.7295,-0.8162,0.2231,-1.146,-0.8104,-0.8838,0.0641,-1.2372,-1.3354,-1.438,1.3745
5612.0833,-0.4549,-0.6493,-0.4594,-0.5068,-0.5236,-1.9162,-0.806,-0.4731,-0.7114,-0.9116,-0.8976,-0.7241,-0.8255,0.9478
5612.2917,-0.2831,-0.2914,-0.2299,-0.2841,-0.2309,-0.7077,-0.5794,-0.2482,-0.3092,1.9324,-0.6712,-0.224,-0.3801,0.4947
5612.5,-0.1686,-0.2317,-0.0577,-0.2285,0.0032,-0.6225,-0.4094,-0.0233,-0.1368,0.4954,-0.3883,-0.0573,-0.213,0.1071
5612.7083,-0.0541,-0.1124,0.1144,-0.0615,0.1202,1.1731,-0.2961,0.0891,0.0355,0.4992,-0.2185,0.165,0.0097,-0.1494
5612.9167,0.0032,0.0069,0.2291,-0.0058,0.2373,-0.6242,-0.1261,0.2015,0.1504,1.3631,-0.1053,0.2206,0.1767,-0.3149
5613.125,0.0604,0.1262,0.2291,0.0499,0.2373,0.0707,-0.0128,0.2577,0.2079,-0.6866,-0.0487,0.2206,0.1767,-0.3306
5613.3333,0.0604,0.1262,0.1718,-0.0058,0.1787,1.5761,-0.0128,0.2015,0.1504,-1.666,-0.1053,0.2206,0.2324,-0.2131
5613.5417,-0.1113,-0.1124,-0.0004,-0.0615,0.0617,1.1802,-0.0695,0.0891,-0.0219,0.9536,-0.3883,0.1094,0.0097,0.1168
5613.75,-0.2831,-0.2914,-0.2299,-0.2285,-0.2895,0.7074,-0.6927,-0.1358,-0.2518,-0.4535,-0.841,-0.0573,-0.213,0.295
5613.9583,-0.3404,-0.4107,-0.3446,-0.3398,-0.2895,0.0249,-0.7494,-0.2482,-0.3092,-0.1418,-1.0108,-0.2796,-0.3244,0.2427
5614.1667,-0.3976,-0.2914,-0.3446,-0.2841,-0.348,-2.4897,-0.9194,-0.3044,-0.3667,0.2478,-1.124,-0.224,-0.4914,0.2027
5614.375,-0.3404,-0.2914,-0.2873,-0.3398,-0.2895,-0.1578,-0.806,-0.3606,-0.3092,-0.7375,-0.841,-0.224,-0.4914,-0.0124
5614.5833,-0.3976,-0.2914,-0.3446,-0.3398,-0.2895,0.3692,-0.7494,-0.3606,-0.3092,-0.3468,-0.7844,-0.224,-0.4914,-0.264
5614.7917,-0.3976,-0.3511,-0.2873,-0.4511,-0.2895,-1.0255,-0.6361,-0.3044,-0.3092,0.9403,-0.6712,-0.2796,-0.4358,-0.541
5615,-0.4549,-0.2914,-0.2873,-0.3955,-0.2895,-0.4728,-0.6361,-0.3606,-0.3667,0.6457,-0.8976,-0.2796,-0.4358,-0.7627
5615.2083,-0.4549,-0.3511,-0.2299,-0.5625,-0.2895,0.4805,-0.6361,-0.3044,-0.3667,-0.0416,-0.6146,-0.3907,-0.5471,-0.8416
5615.4167,-0.5121,-0.2914,-0.2873,-0.5625,-0.2895,0.0123,-0.6361,-0.3606,-0.3092,-0.8156,-0.7278,-0.5018,-0.5471,-0.8564
5615.625,-0.5694,-0.2914,-0.2873,-0.5625,-0.2895,0.6575,-0.7494,-0.4169,-0.3092,0.3175,-0.841,-0.5018,-0.6028,-0.8706
5615.8333,-0.6839,-0.2914,-0.402,-0.7295,-0.348,-1.3698,-0.806,-0.5855,-0.3667,2.8104,-0.841,-0.5574,-0.6585,-0.8047
5616.0417,-0.7411,-0.4704,-0.5168,-0.7851,-0.348,-0.7249,-0.7494,-0.6417,-0.4241,2.4281,-0.8976,-0.613,-0.7142,-0.7162
5616.25,-0.7411,-0.709,-0.4594,-0.7295,-0.4065,-1.377,-0.8627,-0.4169,-0.4816,0.9136,-0.8976,-0.6685,-0.7142,-0.5054
5616.4583,-0.7984,-0.709,-0.5168,-0.8408,-0.5236,-0.0826,-0.976,-0.5293,-0.7114,0.1517,-0.9542,-0.6685,-0.8812,-0.099
5616.6667,-0.8557,-0.7687,-0.5741,-0.8408,-0.5236,0.5721,-0.9194,-0.7542,-0.7114,-0.6654,-0.9542,-0.6685,-0.8255,0.2965
5616.875,-0.8557,-0.709,-0.5168,-0.9521,-0.5236,1.5387,-0.806,-0.5855,-0.654,-1.1296,-0.841,-0.6685,-0.8812,0.5993
5617.0833,-0.8557,-0.709,-0.4594,-0.8965,-0.465,1.4379,-0.8627,-0.4169,-0.4816,-0.4977,-0.841,-0.7241,-0.9926,0.6769
5617.2917,-0.7984,-0.709,-0.402,-0.9521,-0.348,2.022,-0.8627,-0.3606,-0.3667,0.2493,-0.8976,-0.7797,-0.9926,0.6404
5617.5,-1.0274,-0.709,-0.5741,-0.9521,-0.465,-0.6632,-0.976,-0.3044,-0.3092,0.0007,-0.9542,-0.8353,-0.9926,0.5478
5617.7083,-1.0274,-0.709,-0.6315,-0.8965,-0.5236,-1.3118,-0.976,-0.4169,-0.2518,1.4159,-0.9542,-0.9464,-1.0483,0.3509
5617.9167,-0.9702,-0.8283,-0.5741,-0.8965,-0.5236,-1.9182,-0.976,-0.4731,-0.3092,-0.9806,-0.9542,-1.002,-1.1596,0.2489
5618.125,-1.0847,-0.8283,-0.6889,-1.0635,-0.6406,0.0149,-1.0327,-0.6417,-0.4241,1.219,-1.0108,-1.1131,-1.0483,0.2005
5618.3333,-1.0847,-0.9476,-0.8036,-1.0078,-0.8162,-0.1249,-1.146,-0.6979,-0.539,2.0958,-1.0674,-1.1687,-1.104,0.3472
5618.5417,-1.2565,-1.2459,-0.9184,-1.1748,-0.8747,-0.3718,-1.2593,-0.9228,-0.7689,0.1694,-1.1806,-1.1687,-1.104,0.7938
5618.75,-1.4282,-1.2459,-1.0905,-1.2861,-1.0503,2.1788,-1.2593,-1.0915,-0.9987,1.2232,-1.2372,-1.2243,-1.1596,1.1833
5618.9583,-1.4855,-1.3056,-1.2053,-1.3975,-1.1673,-0.2995,-1.316,-1.2039,-1.1711,1.2412,-1.2938,-1.2243,-1.1596,1.3455
5619.1667,-1.5427,-1.3652,-1.32,-1.5645,-1.2844,-0.7137,-1.2593,-1.2601,-1.286,1.0022,-1.2938,-1.2243,-1.2153,1.3723
5619.375,-1.6573,-1.3652,-1.32,-1.5645,-1.4014,1.0411,-1.2593,-1.2601,-1.3434,-0.9874,-1.2938,-1.2243,-1.271,1.2388
5619.5833,-1.7145,-1.3056,-1.4348,-1.6758,-1.46,-0.0578,-1.2593,-1.3725,-1.3434,-0.4109,-1.2938,-1.2243,-1.3267,0.989
5619.7917,-1.8863,-1.3056,-1.5495,-1.7871,-1.5185,0.597,-1.316,-1.3725,-1.4009,0.4601,-1.2938,-1.3354,-1.3824,0.8943
5620,-2.0008,-1.3056,-1.6069,-1.9541,-1.577,-0.179,-1.316,-1.4288,-1.5733,1.5366,-1.2938,-1.4465,-1.5494,0.9518
5620.2083,-2.058,-1.4249,-1.7217,-2.0098,-1.6941,0.72,-1.3726,-1.485,-1.5158,-0.7787,-1.2938,-1.5577,-1.7165,1.0591
5620.4167,-2.1153,-1.4845,-1.8364,-2.1211,-1.8697,-0.9207,-1.486,-1.6536,-1.5733,-1.736,-1.4069,-1.6688,-1.8278,1.1683
5620.625,-2.1726,-1.5442,-1.9512,-2.1211,-1.9867,-0.4303,-1.486,-1.7098,-1.6882,1.2165,-1.4635,-1.78,-1.9392,1.2785
5620.8333,-2.1726,-1.7232,-2.0086,-2.1211,-1.9867,0.9244,-1.5426,-1.8223,-1.8605,0.1742,-1.5767,-1.8355,-1.9392,1.5785
5621.0417,-2.2298,-1.8425,-2.0659,-2.1768,-2.0452,0.1371,-1.7126,-1.8785,-1.8605,1.0928,-1.6333,-1.9467,-1.9949,2.0366
5621.25,-2.2871,-1.8425,-2.1807,-2.1211,-2.1623,-1.0077,-1.7693,-1.9909,-1.9755,0.24,-1.6899,-1.9467,-1.9949,2.6838
5621.4583,-2.2871,-1.9021,-2.1807,-2.1768,-2.1623,-0.0772,-1.8259,-2.1034,-2.0904,-0.8295,-1.8031,-2.0578,-2.0506,3.0152
5621.6667,-2.2298,-1.9021,-2.1233,-2.1768,-2.1038,-0.8867,-1.8259,-1.9909,-2.0329,1.291,-1.8031,-1.9467,-2.0506,2.6809
5621.875,-2.1153,-1.8425,-1.8938,-2.0655,-1.9867,0.2944,-1.7126,-1.8223,-1.918,0.9109,-1.8031,-1.7244,-1.7721,2.3984
5622.0833,-2.058,-1.7828,-1.8364,-1.9541,-1.8697,-1.4921,-1.5993,-1.7098,-1.8031,-0.3634,-1.6899,-1.6688,-1.6051,2.0898
5622.2917,-1.9435,-1.7232,-1.6643,-1.7871,-1.6356,0.5591,-1.5426,-1.5974,-1.6882,-1.8632,-1.5767,-1.5577,-1.5494,1.9437
5622.5,-1.7718,-1.6039,-1.5495,-1.6758,-1.577,1.1541,-1.4293,-1.3725,-1.5158,1.2616,-1.5201,-1.4465,-1.4937,1.7149
5622.7083,-1.7145,-1.5442,-1.4922,-1.6201,-1.46,-1.7787,-1.4293,-1.3163,-1.4009,1.5668,-1.4635,-1.3354,-1.3824,1.5447
5622.9167,-1.6573,-1.4845,-1.4348,-1.5088,-1.46,-0.0339,-1.3726,-1.2601,-1.286,-0.6155,-1.4635,-1.2798,-1.271,1.4314
5623.125,-1.4855,-1.4845,-1.32,-1.3975,-1.3429,1.436,-1.3726,-1.2039,-1.286,0.1558,-1.4069,-1.2798,-1.271,1.3694
5623.3333,-1.5427,-1.4845,-1.32,-1.3975,-1.3429,-0.9354,-1.3726,-1.2601,-1.286,-0.5635,-1.4635,-1.2798,-1.271,1.5452
5623.5417,-1.5427,-1.4845,-1.3774,-1.5088,-1.4014,0.1697,-1.486,-1.3163,-1.4009,-0.6054,-1.5201,-1.3354,-1.3824,2.0388
5623.75,-1.6,-1.4845,-1.5495,-1.6201,-1.5185,0.1197,-1.5993,-1.5974,-1.5733,-0.6058,-1.5767,-1.5021,-1.5494,2.4282
5623.9583,-1.6,-1.4845,-1.7217,-1.6758,-1.6356,0.7673,-1.6559,-1.7098,-1.6882,0.21,-1.6333,-1.6132,-1.7165,2.4971
5624.1667,-1.7145,-1.6039,-1.8938,-1.6758,-1.8111,-1.5697,-1.8259,-1.8223,-1.8031,1.2044,-1.6899,-1.6688,-1.7721,2.3733
5624.375,-1.829,-1.6039,-1.9512,-1.6201,-1.9282,0.1954,-1.8826,-1.9909,-1.8031,0.0574,-1.7465,-1.7244,-1.8278,2.1673
5624.5833,-1.829,-1.6039,-2.0659,-1.6758,-1.9282,-0.0961,-1.9959,-1.9909,-1.8605,-0.2367,-1.8597,-1.78,-1.8278,1.7244
5624.7917,-1.8863,-1.6635,-1.9512,-1.6758,-1.9282,0.0702,-2.1092,-2.1034,-1.918,-0.2114,-1.9729,-1.78,-1.9392,1.4679
5625,-1.9435,-1.8425,-2.0659,-1.8428,-1.9867,-1.1214,-2.2226,-2.0471,-1.918,0.571,-2.0861,-1.9467,-1.9949,1.2497
5625.2083,-1.9435,-1.9021,-2.1233,-1.8428,-1.9867,-0.0574,-2.2226,-2.1034,-1.8605,1.8175,-2.1427,-2.0022,-2.0506,1.1806
5625.4167,-1.8863,-2.0811,-2.0659,-1.7315,-1.9867,-1.4544,-2.1092,-1.9347,-1.8605,0.4619,-2.0861,-2.0578,-2.0506,1.2293
5625.625,-1.7145,-2.0215,-1.9512,-1.6758,-1.8697,0.4662,-2.1659,-1.8785,-1.8605,0.1156,-2.0295,-2.0022,-2.0506,1.3755
5625.8333,-1.6573,-1.9618,-1.9512,-1.8985,-1.8111,-0.3006,-2.2792,-1.8785,-1.8031,-1.0774,-2.0861,-2.0022,-2.2176,1.601
5626.0417,-1.829,-1.8425,-2.0086,-1.8985,-1.9282,-2.4029,-2.2792,-1.9347,-1.8031,-0.1879,-2.0861,-2.1134,-2.2176,2.0097
5626.25,-1.9435,-1.8425,-2.1233,-1.7871,-1.9867,-1.1985,-2.3359,-2.0471,-1.8605,-0.7363,-2.1427,-2.1134,-2.2176,2.6875
5626.4583,-2.058,-2.0215,-2.1233,-1.8985,-2.0452,-1.6508,-2.2792,-2.0471,-1.9755,0.7208,-2.2559,-2.1134,-2.2176,3.0212
5626.6667,-2.058,-2.0811,-2.0086,-2.0098,-1.9867,0.043,-2.1092,-1.8785,-1.918,0.2346,-2.0295,-2.1134,-2.1062,2.6037
5626.875,-1.7145,-1.4845,-1.7217,-1.5645,-1.6356,2.1336,-1.5993,-1.6536,-1.6882,0.2924,-1.6899,-1.7244,-1.8278,2.0442
5627.0833,-1.5427,-1.2459,-1.32,-1.3418,-1.3429,-0.5961,-1.316,-1.2601,-1.4009,-1.0995,-1.4069,-1.3354,-1.438,1.7714
5627.2917,-1.1419,-1.0669,-0.9758,-1.1191,-0.9918,-1.1281,-1.146,-0.8666,-1.1711,-1.2688,-1.124,-1.0575,-1.1596,1.5801
5627.5,-0.9129,-0.9476,-0.8036,-1.0078,-0.8162,-0.1886,-0.976,-0.8104,-0.9412,1.4854,-1.0108,-0.8353,-0.9369,1.4657
5627.7083,-0.9129,-0.8283,-0.6889,-1.0078,-0.6991,0.3514,-0.8627,-0.6979,-0.8263,-0.5536,-0.8976,-0.6685,-0.9369,1.3574
5627.9167,-0.9129,-0.8283,-0.6315,-0.9521,-0.6406,0.9783,-0.7494,-0.6417,-0.7689,-0.5943,-0.841,-0.6685,-0.7699,1.3245
5628.125,-0.9129,-0.8283,-0.6315,-0.8408,-0.6406,-1.4762,-0.806,-0.5293,-0.7114,-2.1242,-0.841,-0.6685,-0.7699,1.3284
5628.3333,-0.9129,-0.8283,-0.6315,-1.0078,-0.5821,-0.0946,-0.806,-0.6417,-0.7689,1.3975,-0.841,-0.6685,-0.7699,1.4318
5628.5417,-0.9702,-0.9476,-0.6889,-1.0635,-0.6991,-0.4588,-0.976,-0.7542,-0.8263,0.3482,-0.9542,-0.6685,-0.8255,1.8642
5628.75,-1.1419,-1.0669,-0.861,-1.2305,-0.9332,0.1347,-1.2593,-0.8104,-0.9987,-0.8358,-1.1806,-0.7797,-0.9369,2.1005
5628.9583,-1.2565,-1.1266,-0.9184,-1.2861,-1.0503,0.7631,-1.3726,-0.8666,-1.1136,0.509,-1.2938,-0.9464,-1.104,2.1842
5629.1667,-1.371,-1.1266,-1.2053,-1.4531,-1.2259,-0.0772,-1.316,-1.2039,-1.1711,2.259,-1.3504,-0.8908,-1.1596,2.0938
5629.375,-1.4855,-1.1266,-1.2627,-1.5645,-1.3429,0.2107,-1.2593,-1.3163,-1.286,0.6171,-1.2938,-1.0575,-1.271,1.9176
5629.5833,-1.5427,-1.0073,-1.4348,-1.6201,-1.46,0.664,-1.2027,-1.5412,-1.286,0.2662,-1.2938,-1.1687,-1.271,1.5802
5629.7917,-1.6573,-1.1863,-1.32,-1.7315,-1.4014,-0.9649,-1.2593,-1.2601,-1.4009,0.3029,-1.3504,-1.2798,-1.438,1.2876
5630,-1.7145,-1.2459,-1.4348,-1.7871,-1.46,-1.1459,-1.4293,-1.3163,-1.3434,0.3755,-1.4069,-1.4465,-1.5494,1.1804
5630.2083,-1.829,-1.3056,-1.5495,-1.8428,-1.5185,1.1435,-1.486,-1.3725,-1.286,0.7517,-1.5201,-1.5021,-1.5494,1.1855
5630.4167,-1.8863,-1.4249,-1.6069,-1.9541,-1.577,1.4869,-1.5426,-1.485,-1.4009,0.3101,-1.6333,-1.6132,-1.6051,1.2185
5630.625,-1.9435,-1.4845,-1.7217,-1.9541,-1.6941,0.8935,-1.6559,-1.5974,-1.4583,-1.0527,-1.6899,-1.6688,-1.7165,1.3558
5630.8333,-2.0008,-1.6635,-1.7791,-2.0098,-1.7526,0.1686,-1.7126,-1.7098,-1.6307,0.5228,-1.7465,-1.7244,-1.7721,1.5985
5631.0417,-2.058,-1.7828,-1.8364,-2.0655,-1.8697,0.0613,-1.7693,-1.7098,-1.7456,0.574,-1.7465,-1.7244,-1.8278,2.0354
5631.25,-2.2298,-1.8425,-2.0086,-2.0655,-1.9867,0.8032,-1.7693,-1.7661,-1.8031,-0.9129,-1.7465,-1.8355,-1.8835,2.7222
5631.4583,-2.2298,-1.8425,-2.0659,-2.1211,-2.0452,-0.6813,-1.8259,-1.8785,-1.8031,1.7687,-1.8031,-1.8355,-1.8835,2.981
5631.6667,-2.1726,-1.8425,-2.0086,-2.0655,-1.9867,-0.4528,-1.7693,-1.7661,-1.8031,-1.5191,-1.8031,-1.8355,-1.8835,2.6335
5631.875,-2.0008,-1.7232,-1.7791,-2.0098,-1.8111,1.3368,-1.6559,-1.7098,-1.7456,-0.187,-1.7465,-1.7244,-1.7721,2.2996
5632.0833,-1.9435,-1.7232,-1.6643,-1.9541,-1.6941,-0.0778,-1.5426,-1.5974,-1.5733,0.7264,-1.6333,-1.5577,-1.6051,2.062
5632.2917,-1.8863,-1.6039,-1.5495,-1.7871,-1.577,-1.2351,-1.4293,-1.4288,-1.5158,-0.6767,-1.5201,-1.4465,-1.4937,1.7801
5632.5,-1.7145,-1.4845,-1.4922,-1.6758,-1.5185,0.9203,-1.3726,-1.3725,-1.4009,2.2421,-1.4069,-1.3354,-1.3824,1.5616
5632.7083,-1.6573,-1.4845,-1.3774,-1.6201,-1.4014,0.277,-1.316,-1.3163,-1.3434,-2.1349,-1.3504,-1.2798,-1.271,1.3759
5632.9167,-1.4855,-1.3652,-1.32,-1.4531,-1.3429,0.1752,-1.2593,-1.2039,-1.286,-2.4537,-1.3504,-1.2243,-1.271,1.1869
